"filename", "language", "C++", "Swift", "JSON", "XML", "Dart", "Markdown", "HTML", "YAML", "Groovy", "Properties", "comment", "blank", "total"
"/media/nims/ملفاتي/studio projects/sono/lib/view/widget/onboarding/custom_slider.dart", "Dart", 0, 0, 0, 0, -75, 0, 0, 0, 0, 0, 0, -4, -79
"/media/nims/ملفاتي/studio projects/sono/lib/view/widget/onboarding/dot_controller.dart", "Dart", 0, 0, 0, 0, -44, 0, 0, 0, 0, 0, 0, -4, -48
"/media/nims/ملفاتي/studio projects/sono/lib/view/widget/onboarding/skip_button.dart", "Dart", 0, 0, 0, 0, -30, 0, 0, 0, 0, 0, 0, -4, -34
"/media/nims/ملفاتي/studio projects/sono/lib/view/widget/text_form_field.dart", "Dart", 0, 0, 0, 0, -33, 0, 0, 0, 0, 0, -2, -6, -41
"/media/nims/ملفاتي/studio projects/sono/lib/view/widget/utilization/language/custom_button_lang.dart", "Dart", 0, 0, 0, 0, -26, 0, 0, 0, 0, 0, 0, -3, -29
"/media/nims/ملفاتي/studio projects/sono/linux/flutter/generated_plugin_registrant.cc", "C++", -3, 0, 0, 0, 0, 0, 0, 0, 0, 0, -4, -5, -12
"/media/nims/ملفاتي/studio projects/sono/linux/flutter/generated_plugin_registrant.h", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, -5, -6, -16
"/media/nims/ملفاتي/studio projects/sono/linux/main.cc", "C++", -5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -2, -7
"/media/nims/ملفاتي/studio projects/sono/linux/my_application.cc", "C++", -74, 0, 0, 0, 0, 0, 0, 0, 0, 0, -11, -20, -105
"/media/nims/ملفاتي/studio projects/sono/linux/my_application.h", "C++", -7, 0, 0, 0, 0, 0, 0, 0, 0, 0, -7, -5, -19
"/media/nims/ملفاتي/studio projects/sono/pubspec.yaml", "YAML", 0, 0, 0, 0, 0, 0, 0, -33, 0, 0, -39, -7, -79
"/media/nims/ملفاتي/studio projects/sono/test/widget_test.dart", "Dart", 0, 0, 0, 0, -14, 0, 0, 0, 0, 0, -10, -7, -31
"/media/nims/ملفاتي/studio projects/sono/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, -38, 0, 0, 0, -16, -6, -60
"/media/nims/ملفاتي/studio projects/sono/web/manifest.json", "JSON", 0, 0, -35, 0, 0, 0, 0, 0, 0, 0, 0, -1, -36
"Total", "-", 0, 0, 0, 0, 154, 0, 0, 0, 0, 0, 6, 49, 209
